Sale_Date,Client_ID,Product_ID,Quantity,Unit_Price,Revenue
5/1/2025,1081,2,3,400,
5/1/2025,1067,2,1,400,
5/1/2025,1047,3,3,600,
5/1/2025,1127,2,3,400,
5/1/2025,1114,2,2,400,
5/1/2025,1037,5,3,500,
5/1/2025,1007,2,2,400,
6/1/2025,1029,2,3,400,
6/1/2025,1060,2,3,400,
6/1/2025,1048,1,2,900,
6/1/2025,1045,4,3,750,
6/1/2025,1123,1,1,900,
6/1/2025,1045,5,3,500,
6/1/2025,1115,2,1,400,
6/1/2025,1066,2,1,400,
6/1/2025,1053,2,2,400,
6/1/2025,1023,2,3,400,
6/1/2025,1085,2,3,400,
6/1/2025,1016,4,1,750,
6/1/2025,1042,3,3,600,
6/1/2025,1025,4,1,750,
7/1/2025,1012,1,3,900,
7/1/2025,1056,2,1,400,
7/1/2025,1007,3,2,600,
7/1/2025,1114,2,2,400,
7/1/2025,1065,2,3,400,
7/1/2025,1085,2,2,400,
7/1/2025,1062,5,2,500,
7/1/2025,1057,4,1,750,
7/1/2025,1069,2,3,400,
7/1/2025,1100,2,1,400,
7/1/2025,1059,2,1,400,
7/1/2025,1102,1,1,900,
7/1/2025,1115,2,3,400,
7/1/2025,1054,1,1,900,
7/1/2025,1113,2,2,400,
7/1/2025,1119,2,2,400,
7/1/2025,1089,1,1,900,
8/1/2025,1126,2,1,400,
8/1/2025,1128,2,1,400,
8/1/2025,1033,2,2,400,
8/1/2025,1047,2,1,400,
8/1/2025,1116,2,1,400,
8/1/2025,1068,2,3,400,
8/1/2025,1075,2,3,400,
8/1/2025,1085,1,2,900,
8/1/2025,1068,1,2,900,
8/1/2025,1084,2,1,400,
8/1/2025,1100,2,2,400,
8/1/2025,1068,4,3,750,
8/1/2025,1095,4,1,750,
8/1/2025,1003,2,3,400,
8/1/2025,1001,1,3,900,
8/1/2025,1083,2,2,400,
9/1/2025,1123,1,1,900,
9/1/2025,1100,2,1,400,
9/1/2025,1073,2,1,400,
9/1/2025,1011,1,2,900,
9/1/2025,1034,2,2,400,
9/1/2025,1007,2,2,400,
9/1/2025,1089,2,3,400,
9/1/2025,1104,2,2,400,
9/1/2025,1113,2,1,400,
9/1/2025,1119,3,1,600,
9/1/2025,1100,3,3,600,
9/1/2025,1098,2,2,400,
10/1/2025,1095,2,2,400,
10/1/2025,1036,2,3,400,
10/1/2025,1012,3,3,600,
10/1/2025,1104,2,1,400,
10/1/2025,1061,2,1,400,
10/1/2025,1085,2,3,400,
10/1/2025,1099,1,1,900,
10/1/2025,1075,2,2,400,
10/1/2025,1127,2,2,400,
10/1/2025,1110,1,1,900,
11/1/2025,1024,2,1,400,
11/1/2025,1052,3,1,600,
11/1/2025,1038,1,2,900,
11/1/2025,1121,2,3,400,
11/1/2025,1074,1,1,900,
11/1/2025,1073,4,1,750,
11/1/2025,1006,2,2,400,
11/1/2025,1026,3,1,600,
11/1/2025,1028,1,3,900,
11/1/2025,1108,2,1,400,
11/1/2025,1070,5,2,500,
11/1/2025,1018,3,2,600,
12/1/2025,1090,2,3,400,
12/1/2025,1038,2,1,400,
12/1/2025,1125,1,1,900,
12/1/2025,1126,2,1,400,
12/1/2025,1091,5,3,500,
12/1/2025,1112,1,1,900,
12/1/2025,1116,5,1,500,
12/1/2025,1060,2,2,400,
12/1/2025,1019,1,3,900,
12/1/2025,1048,2,3,400,
12/1/2025,1000,2,2,400,
12/1/2025,1002,4,1,750,
12/1/2025,1011,5,2,500,
12/1/2025,1116,2,2,400,
12/1/2025,1059,2,1,400,
12/1/2025,1040,2,3,400,
13/1/2025,1045,1,2,900,
13/1/2025,1081,2,1,400,
13/1/2025,1046,4,2,750,
13/1/2025,1055,4,3,750,
13/1/2025,1108,2,1,400,
13/1/2025,1117,4,3,750,
13/1/2025,1010,2,3,400,
13/1/2025,1085,4,1,750,
13/1/2025,1097,1,3,900,
13/1/2025,1128,1,3,900,
13/1/2025,1005,2,1,400,
13/1/2025,1094,3,3,600,
13/1/2025,1022,3,1,600,
13/1/2025,1082,2,2,400,
13/1/2025,1109,2,1,400,
14/1/2025,1112,3,2,600,
14/1/2025,1091,2,3,400,
14/1/2025,1117,4,2,750,
14/1/2025,1011,4,1,750,
14/1/2025,1056,2,3,400,
14/1/2025,1046,2,1,400,
14/1/2025,1084,2,3,400,
14/1/2025,1102,1,2,900,
14/1/2025,1037,2,2,400,
14/1/2025,1029,2,3,400,
14/1/2025,1051,2,1,400,
14/1/2025,1078,2,3,400,
14/1/2025,1105,4,1,750,
15/1/2025,1073,3,1,600,
15/1/2025,1033,2,2,400,
15/1/2025,1125,2,3,400,
15/1/2025,1114,2,3,400,
15/1/2025,1079,2,2,400,
15/1/2025,1007,2,1,400,
15/1/2025,1095,2,1,400,
15/1/2025,1060,2,3,400,
15/1/2025,1020,2,2,400,
15/1/2025,1060,1,2,900,
15/1/2025,1000,2,2,400,
15/1/2025,1045,2,2,400,
15/1/2025,1044,2,2,400,
16/1/2025,1046,2,3,400,
16/1/2025,1055,4,3,750,
16/1/2025,1047,1,2,900,
16/1/2025,1035,4,1,750,
16/1/2025,1098,2,3,400,
16/1/2025,1046,2,2,400,
16/1/2025,1013,2,3,400,
16/1/2025,1077,2,1,400,
16/1/2025,1013,1,3,900,
16/1/2025,1006,2,3,400,
16/1/2025,1106,2,1,400,
16/1/2025,1017,2,3,400,
16/1/2025,1114,2,1,400,
16/1/2025,1118,2,2,400,
16/1/2025,1038,2,3,400,
16/1/2025,1085,2,1,400,
16/1/2025,1012,2,2,400,
16/1/2025,1066,2,2,400,
17/1/2025,1110,3,3,600,
17/1/2025,1007,2,3,400,
17/1/2025,1041,2,2,400,
17/1/2025,1025,2,3,400,
17/1/2025,1058,5,1,500,
17/1/2025,1120,2,2,400,
17/1/2025,1020,2,3,400,
17/1/2025,1111,2,3,400,
17/1/2025,1061,4,3,750,
17/1/2025,1030,2,3,400,
17/1/2025,1005,2,3,400,
17/1/2025,1003,1,2,900,
17/1/2025,1112,2,2,400,
18/1/2025,1061,5,3,500,
18/1/2025,1025,2,1,400,
18/1/2025,1069,5,3,500,
18/1/2025,1019,2,3,400,
18/1/2025,1000,2,2,400,
18/1/2025,1036,2,3,400,
18/1/2025,1099,2,3,400,
18/1/2025,1009,2,2,400,
18/1/2025,1012,2,1,400,
18/1/2025,1062,2,1,400,
18/1/2025,1008,2,2,400,
18/1/2025,1093,1,1,900,
19/1/2025,1077,5,3,500,
19/1/2025,1075,2,1,400,
19/1/2025,1039,3,1,600,
19/1/2025,1071,4,1,750,
19/1/2025,1013,3,3,600,
19/1/2025,1004,2,2,400,
19/1/2025,1061,2,1,400,
19/1/2025,1041,2,3,400,
19/1/2025,1103,2,3,400,
19/1/2025,1124,2,3,400,
19/1/2025,1062,2,1,400,
20/1/2025,1052,4,3,750,
20/1/2025,1038,1,2,900,
20/1/2025,1066,2,2,400,
20/1/2025,1014,4,1,750,
20/1/2025,1037,3,1,600,
20/1/2025,1032,1,2,900,
20/1/2025,1065,3,3,600,
20/1/2025,1073,2,2,400,
20/1/2025,1046,4,3,750,
20/1/2025,1004,2,1,400,
21/1/2025,1094,2,2,400,
21/1/2025,1042,2,3,400,
21/1/2025,1073,2,2,400,
21/1/2025,1022,2,2,400,
21/1/2025,1106,2,1,400,
21/1/2025,1103,2,1,400,
21/1/2025,1110,3,3,600,
21/1/2025,1099,4,1,750,
21/1/2025,1119,1,3,900,
21/1/2025,1105,3,3,600,
21/1/2025,1121,1,3,900,
22/1/2025,1040,5,3,500,
22/1/2025,1000,1,1,900,
22/1/2025,1089,4,2,750,
22/1/2025,1056,2,2,400,
22/1/2025,1054,2,3,400,
22/1/2025,1052,2,1,400,
22/1/2025,1116,2,3,400,
22/1/2025,1062,2,2,400,
22/1/2025,1074,5,3,500,
22/1/2025,1090,2,3,400,
22/1/2025,1107,4,2,750,
22/1/2025,1024,2,2,400,
22/1/2025,1087,2,1,400,
22/1/2025,1062,2,2,400,
22/1/2025,1113,2,3,400,
22/1/2025,1080,5,1,500,
22/1/2025,1117,4,3,750,
23/1/2025,1048,2,1,400,
23/1/2025,1122,3,2,600,
23/1/2025,1031,2,1,400,
23/1/2025,1029,4,3,750,
23/1/2025,1017,2,3,400,
23/1/2025,1112,2,2,400,
23/1/2025,1062,1,1,900,
23/1/2025,1054,5,2,500,
23/1/2025,1109,2,1,400,
23/1/2025,1086,5,2,500,
23/1/2025,1092,2,1,400,
23/1/2025,1066,2,3,400,
23/1/2025,1071,1,3,900,
23/1/2025,1066,4,3,750,
23/1/2025,1007,1,2,900,
23/1/2025,1031,4,3,750,
23/1/2025,1054,4,3,750,
24/1/2025,1006,3,1,600,
24/1/2025,1111,2,1,400,
24/1/2025,1081,4,3,750,
24/1/2025,1010,2,2,400,
24/1/2025,1118,2,1,400,
24/1/2025,1036,2,2,400,
24/1/2025,1052,2,2,400,
24/1/2025,1085,3,1,600,
24/1/2025,1119,5,3,500,
24/1/2025,1127,2,2,400,
24/1/2025,1114,2,1,400,
24/1/2025,1039,2,1,400,
24/1/2025,1102,2,2,400,
24/1/2025,1003,1,1,900,
24/1/2025,1108,2,1,400,
24/1/2025,1074,4,1,750,
24/1/2025,1041,2,2,400,
24/1/2025,1033,2,1,400,
24/1/2025,1121,3,1,600,
25/1/2025,1085,1,1,900,
25/1/2025,1030,4,2,750,
25/1/2025,1011,2,1,400,
25/1/2025,1121,2,2,400,
25/1/2025,1053,3,3,600,
25/1/2025,1035,3,1,600,
25/1/2025,1010,2,1,400,
25/1/2025,1038,2,2,400,
25/1/2025,1097,2,2,400,
25/1/2025,1068,2,2,400,
25/1/2025,1035,2,3,400,
25/1/2025,1080,2,1,400,
25/1/2025,1072,1,1,900,
25/1/2025,1128,2,3,400,
25/1/2025,1103,2,3,400,
25/1/2025,1034,4,1,750,
25/1/2025,1107,2,2,400,
25/1/2025,1101,2,3,400,
25/1/2025,1100,1,3,900,
26/1/2025,1016,5,3,500,
26/1/2025,1046,1,3,900,
26/1/2025,1007,2,1,400,
26/1/2025,1117,2,1,400,
26/1/2025,1088,2,3,400,
26/1/2025,1108,2,2,400,
26/1/2025,1015,5,3,500,
26/1/2025,1025,2,2,400,
26/1/2025,1013,1,3,900,
26/1/2025,1114,5,2,500,
27/1/2025,1081,3,3,600,
27/1/2025,1102,1,3,900,
27/1/2025,1107,1,2,900,
27/1/2025,1036,2,2,400,
27/1/2025,1107,2,1,400,
27/1/2025,1003,3,1,600,
27/1/2025,1015,2,2,400,
27/1/2025,1054,2,2,400,
27/1/2025,1012,2,3,400,
27/1/2025,1122,5,1,500,
27/1/2025,1061,2,1,400,
27/1/2025,1015,4,3,750,
27/1/2025,1120,3,1,600,
27/1/2025,1102,2,1,400,
27/1/2025,1002,2,2,400,
27/1/2025,1067,3,1,600,
28/1/2025,1072,1,1,900,
28/1/2025,1087,1,3,900,
28/1/2025,1036,3,3,600,
28/1/2025,1123,2,3,400,
28/1/2025,1045,2,2,400,
28/1/2025,1076,5,3,500,
28/1/2025,1051,1,1,900,
28/1/2025,1062,2,3,400,
28/1/2025,1109,2,2,400,
28/1/2025,1056,2,1,400,
28/1/2025,1002,4,1,750,
28/1/2025,1004,2,3,400,
28/1/2025,1008,5,2,500,
28/1/2025,1060,2,3,400,
28/1/2025,1081,2,3,400,
28/1/2025,1012,2,3,400,
28/1/2025,1088,2,2,400,
28/1/2025,1100,1,1,900,
29/1/2025,1066,2,1,400,
29/1/2025,1075,1,3,900,
29/1/2025,1039,5,3,500,
29/1/2025,1123,2,3,400,
29/1/2025,1089,2,1,400,
29/1/2025,1059,1,1,900,
29/1/2025,1080,1,1,900,
29/1/2025,1061,2,2,400,
29/1/2025,1066,2,2,400,
29/1/2025,1039,2,1,400,
29/1/2025,1032,4,3,750,
29/1/2025,1079,2,1,400,
29/1/2025,1058,4,1,750,
29/1/2025,1012,4,1,750,
29/1/2025,1099,2,2,400,
29/1/2025,1006,4,1,750,
29/1/2025,1057,2,3,400,
30/1/2025,1106,2,3,400,
30/1/2025,1081,4,2,750,
30/1/2025,1076,2,3,400,
30/1/2025,1012,2,1,400,
30/1/2025,1016,1,2,900,
30/1/2025,1087,4,2,750,
30/1/2025,1073,2,2,400,
30/1/2025,1062,2,3,400,
30/1/2025,1036,1,2,900,
30/1/2025,1067,2,1,400,
30/1/2025,1011,1,2,900,
30/1/2025,1117,2,2,400,
30/1/2025,1119,1,2,900,
30/1/2025,1013,5,1,500,
30/1/2025,1124,2,1,400,
30/1/2025,1032,2,3,400,
31/1/2025,1057,1,2,900,
31/1/2025,1028,5,3,500,
31/1/2025,1038,2,1,400,
31/1/2025,1074,2,2,400,
31/1/2025,1083,2,3,400,
31/1/2025,1080,5,1,500,
31/1/2025,1020,4,1,750,
31/1/2025,1083,2,1,400,
31/1/2025,1000,2,2,400,
31/1/2025,1014,3,3,600,
31/1/2025,1063,4,2,750,
31/1/2025,1014,2,3,400,
1/2/2025,1059,2,1,400,
1/2/2025,1092,3,3,600,
1/2/2025,1026,4,3,750,
1/2/2025,1092,1,1,900,
1/2/2025,1023,5,3,500,
1/2/2025,1045,2,2,400,
1/2/2025,1016,2,1,400,
1/2/2025,1062,2,1,400,
1/2/2025,1116,2,3,400,
1/2/2025,1063,2,1,400,
1/2/2025,1017,2,2,400,
1/2/2025,1109,5,2,500,
1/2/2025,1031,2,1,400,
1/2/2025,1032,5,1,500,
1/2/2025,1010,2,1,400,
1/2/2025,1075,5,3,500,
1/2/2025,1079,2,1,400,
1/2/2025,1096,2,1,400,
1/2/2025,1076,1,2,900,
1/2/2025,1102,1,3,900,
1/2/2025,1089,2,2,400,
1/2/2025,1105,2,1,400,
2/2/2025,1060,3,2,600,
2/2/2025,1008,5,3,500,
2/2/2025,1040,3,2,600,
2/2/2025,1091,4,2,750,
2/2/2025,1110,4,3,750,
2/2/2025,1083,2,2,400,
2/2/2025,1057,3,3,600,
2/2/2025,1002,1,2,900,
2/2/2025,1013,1,2,900,
2/2/2025,1011,2,1,400,
2/2/2025,1024,4,2,750,
2/2/2025,1054,2,1,400,
2/2/2025,1118,2,3,400,
2/2/2025,1043,2,2,400,
2/2/2025,1036,5,1,500,
2/2/2025,1058,2,2,400,
2/2/2025,1034,2,2,400,
2/2/2025,1096,4,1,750,
2/2/2025,1093,5,2,500,
2/2/2025,1023,2,2,400,
2/2/2025,1019,2,2,400,
2/2/2025,1095,2,2,400,
3/2/2025,1097,2,2,400,
3/2/2025,1078,4,2,750,
3/2/2025,1038,2,3,400,
3/2/2025,1124,2,1,400,
3/2/2025,1017,2,3,400,
3/2/2025,1098,3,2,600,
3/2/2025,1086,2,2,400,
3/2/2025,1077,2,1,400,
3/2/2025,1068,1,1,900,
3/2/2025,1061,1,1,900,
3/2/2025,1110,2,3,400,
3/2/2025,1083,2,2,400,
3/2/2025,1122,2,2,400,
3/2/2025,1004,2,1,400,
3/2/2025,1046,2,2,400,
3/2/2025,1117,2,2,400,
3/2/2025,1092,2,2,400,
3/2/2025,1104,2,3,400,
3/2/2025,1000,2,2,400,
4/2/2025,1027,1,1,900,
4/2/2025,1048,4,3,750,
4/2/2025,1107,2,2,400,
4/2/2025,1077,1,3,900,
4/2/2025,1036,5,1,500,
4/2/2025,1000,1,2,900,
4/2/2025,1058,2,1,400,
4/2/2025,1011,1,1,900,
4/2/2025,1042,1,1,900,
4/2/2025,1049,5,3,500,
4/2/2025,1037,1,2,900,
4/2/2025,1044,1,2,900,
4/2/2025,1123,2,2,400,
4/2/2025,1084,1,1,900,
4/2/2025,1095,2,3,400,
4/2/2025,1085,2,1,400,
4/2/2025,1054,5,3,500,
4/2/2025,1113,2,2,400,
5/2/2025,1046,2,3,400,
5/2/2025,1071,3,1,600,
5/2/2025,1000,2,2,400,
5/2/2025,1052,2,1,400,
5/2/2025,1089,2,2,400,
5/2/2025,1062,5,1,500,
5/2/2025,1088,4,1,750,
5/2/2025,1076,2,3,400,
5/2/2025,1067,2,2,400,
5/2/2025,1101,2,2,400,
5/2/2025,1081,4,3,750,
5/2/2025,1082,4,1,750,
5/2/2025,1087,2,3,400,
5/2/2025,1088,2,1,400,
5/2/2025,1075,2,3,400,
5/2/2025,1059,2,1,400,
5/2/2025,1048,2,3,400,
5/2/2025,1101,1,3,900,
5/2/2025,1109,2,2,400,
5/2/2025,1008,2,2,400,
5/2/2025,1071,2,2,400,
5/2/2025,1116,4,1,750,
6/2/2025,1047,2,3,400,
6/2/2025,1042,3,2,600,
6/2/2025,1045,3,3,600,
6/2/2025,1020,2,3,400,
6/2/2025,1079,2,3,400,
6/2/2025,1024,2,3,400,
6/2/2025,1014,2,1,400,
6/2/2025,1018,1,1,900,
6/2/2025,1116,2,3,400,
6/2/2025,1034,2,2,400,
6/2/2025,1001,2,2,400,
6/2/2025,1088,2,3,400,
6/2/2025,1094,4,3,750,
6/2/2025,1070,2,1,400,
6/2/2025,1041,4,2,750,
6/2/2025,1006,4,1,750,
6/2/2025,1105,1,1,900,
6/2/2025,1118,2,1,400,
6/2/2025,1025,2,2,400,
7/2/2025,1121,2,2,400,
7/2/2025,1071,3,1,600,
7/2/2025,1090,3,2,600,
7/2/2025,1018,4,3,750,
7/2/2025,1088,1,2,900,
7/2/2025,1068,2,3,400,
7/2/2025,1107,4,3,750,
7/2/2025,1036,2,3,400,
7/2/2025,1010,2,2,400,
7/2/2025,1076,2,2,400,
7/2/2025,1001,2,3,400,
7/2/2025,1084,2,2,400,
7/2/2025,1117,2,1,400,
7/2/2025,1023,1,3,900,
7/2/2025,1067,3,2,600,
7/2/2025,1031,2,2,400,
7/2/2025,1035,1,1,900,
7/2/2025,1072,2,3,400,
7/2/2025,1069,2,1,400,
7/2/2025,1048,4,1,750,
7/2/2025,1026,2,2,400,
7/2/2025,1049,2,1,400,
8/2/2025,1002,2,2,400,
8/2/2025,1001,2,3,400,
8/2/2025,1097,2,2,400,
8/2/2025,1043,1,1,900,
8/2/2025,1076,2,3,400,
8/2/2025,1054,2,2,400,
8/2/2025,1120,4,1,750,
8/2/2025,1002,5,1,500,
8/2/2025,1022,2,2,400,
8/2/2025,1004,3,1,600,
8/2/2025,1120,2,2,400,
8/2/2025,1031,1,2,900,
8/2/2025,1035,2,2,400,
8/2/2025,1065,2,2,400,
8/2/2025,1074,4,2,750,
8/2/2025,1054,2,2,400,
8/2/2025,1085,2,2,400,
8/2/2025,1011,5,2,500,
8/2/2025,1081,2,2,400,
8/2/2025,1066,3,2,600,
8/2/2025,1072,2,3,400,
8/2/2025,1065,2,3,400,
8/2/2025,1019,2,2,400,
8/2/2025,1024,2,1,400,
9/2/2025,1032,5,2,500,
9/2/2025,1064,2,2,400,
9/2/2025,1124,2,3,400,
9/2/2025,1024,2,2,400,
9/2/2025,1024,2,1,400,
9/2/2025,1011,5,1,500,
9/2/2025,1030,2,2,400,
9/2/2025,1059,4,1,750,
9/2/2025,1042,2,3,400,
9/2/2025,1030,1,3,900,
9/2/2025,1009,2,2,400,
9/2/2025,1010,3,3,600,
9/2/2025,1055,2,3,400,
9/2/2025,1082,2,1,400,
9/2/2025,1072,3,2,600,
9/2/2025,1114,2,1,400,
9/2/2025,1003,2,1,400,
9/2/2025,1100,2,1,400,
9/2/2025,1051,2,2,400,
9/2/2025,1062,3,3,600,
10/2/2025,1006,2,2,400,
10/2/2025,1013,2,1,400,
10/2/2025,1085,5,3,500,
10/2/2025,1061,2,2,400,
10/2/2025,1078,2,3,400,
10/2/2025,1057,2,1,400,
10/2/2025,1064,2,2,400,
10/2/2025,1081,1,1,900,
10/2/2025,1051,2,1,400,
10/2/2025,1025,1,2,900,
10/2/2025,1051,2,2,400,
10/2/2025,1041,3,1,600,
10/2/2025,1112,5,1,500,
10/2/2025,1119,2,1,400,
10/2/2025,1059,1,1,900,
10/2/2025,1009,5,1,500,
10/2/2025,1027,2,2,400,
11/2/2025,1078,4,3,750,
11/2/2025,1087,4,1,750,
11/2/2025,1086,2,1,400,
11/2/2025,1086,3,1,600,
11/2/2025,1016,5,1,500,
11/2/2025,1057,2,3,400,
11/2/2025,1027,2,2,400,
11/2/2025,1004,2,2,400,
11/2/2025,1095,1,2,900,
11/2/2025,1037,1,1,900,
11/2/2025,1103,2,2,400,
11/2/2025,1048,2,2,400,
11/2/2025,1104,2,2,400,
11/2/2025,1118,1,2,900,
11/2/2025,1009,3,3,600,
11/2/2025,1001,2,1,400,
11/2/2025,1094,2,2,400,
11/2/2025,1010,1,1,900,
11/2/2025,1058,2,2,400,
11/2/2025,1113,5,2,500,
11/2/2025,1031,2,1,400,
11/2/2025,1119,5,2,500,
12/2/2025,1038,4,1,750,
12/2/2025,1017,2,2,400,
12/2/2025,1125,4,2,750,
12/2/2025,1085,3,1,600,
12/2/2025,1021,2,1,400,
12/2/2025,1001,1,3,900,
12/2/2025,1026,5,3,500,
12/2/2025,1087,2,2,400,
12/2/2025,1096,2,3,400,
12/2/2025,1117,2,1,400,
12/2/2025,1029,4,3,750,
12/2/2025,1024,3,3,600,
12/2/2025,1105,2,1,400,
12/2/2025,1107,3,1,600,
12/2/2025,1103,2,2,400,
12/2/2025,1097,2,2,400,
12/2/2025,1127,4,3,750,
12/2/2025,1065,2,1,400,
12/2/2025,1085,4,2,750,
12/2/2025,1053,4,2,750,
12/2/2025,1013,3,1,600,
13/2/2025,1019,2,3,400,
13/2/2025,1069,4,1,750,
13/2/2025,1110,2,2,400,
13/2/2025,1023,2,2,400,
13/2/2025,1036,2,2,400,
13/2/2025,1102,1,2,900,
13/2/2025,1003,2,1,400,
13/2/2025,1019,2,3,400,
13/2/2025,1003,2,3,400,
13/2/2025,1079,2,2,400,
13/2/2025,1023,2,2,400,
13/2/2025,1059,2,3,400,
13/2/2025,1109,1,1,900,
13/2/2025,1075,3,2,600,
13/2/2025,1116,3,3,600,
13/2/2025,1093,2,3,400,
13/2/2025,1062,2,3,400,
13/2/2025,1046,5,2,500,
13/2/2025,1044,2,2,400,
13/2/2025,1003,2,3,400,
13/2/2025,1046,4,3,750,
13/2/2025,1102,2,1,400,
13/2/2025,1060,5,3,500,
14/2/2025,1093,4,1,750,
14/2/2025,1080,5,3,500,
14/2/2025,1034,2,3,400,
14/2/2025,1068,4,1,750,
14/2/2025,1048,2,1,400,
14/2/2025,1099,1,2,900,
14/2/2025,1038,2,1,400,
14/2/2025,1023,3,2,600,
14/2/2025,1040,2,1,400,
14/2/2025,1030,5,1,500,
14/2/2025,1035,1,2,900,
14/2/2025,1085,2,3,400,
14/2/2025,1013,2,2,400,
14/2/2025,1105,4,2,750,
14/2/2025,1043,2,3,400,
15/2/2025,1081,4,1,750,
15/2/2025,1020,2,1,400,
15/2/2025,1006,1,3,900,
15/2/2025,1119,2,1,400,
15/2/2025,1057,5,1,500,
15/2/2025,1086,2,1,400,
15/2/2025,1114,5,1,500,
15/2/2025,1116,2,2,400,
15/2/2025,1070,2,1,400,
15/2/2025,1080,5,1,500,
15/2/2025,1097,2,3,400,
15/2/2025,1085,2,2,400,
15/2/2025,1097,2,1,400,
15/2/2025,1004,5,1,500,
15/2/2025,1065,1,3,900,
15/2/2025,1124,3,3,600,
15/2/2025,1037,4,2,750,
15/2/2025,1098,1,3,900,
16/2/2025,1031,2,2,400,
16/2/2025,1126,3,2,600,
16/2/2025,1119,1,3,900,
16/2/2025,1115,4,3,750,
16/2/2025,1124,2,2,400,
16/2/2025,1027,3,3,600,
16/2/2025,1065,1,2,900,
16/2/2025,1043,2,3,400,
16/2/2025,1005,2,3,400,
16/2/2025,1088,2,3,400,
16/2/2025,1050,2,2,400,
16/2/2025,1007,2,1,400,
16/2/2025,1084,2,1,400,
16/2/2025,1046,2,2,400,
16/2/2025,1103,2,2,400,
17/2/2025,1006,2,1,400,
17/2/2025,1002,4,3,750,
17/2/2025,1039,2,1,400,
17/2/2025,1007,4,3,750,
17/2/2025,1100,2,2,400,
17/2/2025,1109,1,1,900,
17/2/2025,1011,3,3,600,
17/2/2025,1015,5,1,500,
17/2/2025,1118,1,2,900,
17/2/2025,1012,2,2,400,
17/2/2025,1058,2,3,400,
17/2/2025,1068,2,1,400,
17/2/2025,1024,4,2,750,
17/2/2025,1125,2,3,400,
17/2/2025,1008,4,2,750,
17/2/2025,1059,2,3,400,
18/2/2025,1107,2,1,400,
18/2/2025,1075,2,2,400,
18/2/2025,1020,1,2,900,
18/2/2025,1033,2,3,400,
18/2/2025,1081,3,1,600,
18/2/2025,1022,2,2,400,
18/2/2025,1016,4,3,750,
18/2/2025,1093,5,3,500,
18/2/2025,1032,1,2,900,
18/2/2025,1065,2,3,400,
18/2/2025,1123,5,3,500,
18/2/2025,1086,1,3,900,
18/2/2025,1003,4,3,750,
18/2/2025,1037,2,1,400,
18/2/2025,1056,2,2,400,
18/2/2025,1038,4,1,750,
19/2/2025,1114,4,3,750,
19/2/2025,1090,2,2,400,
19/2/2025,1037,2,1,400,
19/2/2025,1071,1,3,900,
19/2/2025,1029,4,3,750,
19/2/2025,1083,1,2,900,
19/2/2025,1101,2,1,400,
19/2/2025,1082,5,3,500,
19/2/2025,1018,4,1,750,
19/2/2025,1070,2,1,400,
19/2/2025,1123,4,3,750,
19/2/2025,1119,3,1,600,
19/2/2025,1029,1,1,900,
19/2/2025,1119,2,2,400,
19/2/2025,1052,2,3,400,
